OrderNumber,Amount,Products
HKLZM68944,1,百事可乐
HKLZM68944,2,新奥尔良烤鸡腿堡
HKLZM68944,3,葡式蛋挞
HKLZM68912,1,香辣鸡翅
HKLZM68891,1,小龙虾双人套餐
HKLZM68891,2,愤怒的汉堡套餐
HKLZM68891,3,新春特餐
HKLZM68898,1,嫩牛五方
HKLZM68898,2,新春特餐
HKLZM68898,3,新奥尔良烤鸡腿堡
HKLZM68898,4,圣代（草莓）
HKLZM68935,1,百事可乐
HKLZM68935,2,吮指原味鸡
HKLZM68943,1,青金桔鲜果茶
HKLZM68943,2,拿铁咖啡
HKLZM68943,3,吮指原味鸡
HKLZM68911,1,快乐儿童餐B
HKLZM68911,2,快乐儿童餐A
HKLZM68908,1,小龙虾双人套餐
HKLZM68908,2,桃之恋乌龙茶
HKLZM68908,3,九龙金玉珍珠奶茶
HKLZM68942,1,热辣香骨鸡
HKLZM68942,2,海苔岩烧大鸡腿饭
HKLZM68942,3,快乐儿童餐B
HKLZM68941,1,热辣香骨鸡
HKLZM68941,2,海苔岩烧大鸡腿饭
HKLZM68941,3,芙蓉荟蔬汤
HKLZM68941,4,快乐儿童餐B
HKLZM68940,1,热辣香骨鸡
HKLZM68940,2,快乐儿童餐B
HKLZM68940,3,海苔岩烧大鸡腿饭
HKLZM68948,1,青金桔鲜果茶
HKLZM68948,2,新奥尔良烤鸡腿堡
HKLZM68948,3,葡式蛋挞
HKLZM68947,1,青金桔鲜果茶
HKLZM68947,2,新春特餐
HKLZM68904,1,榛果风味拿铁(热)
HKLZM68904,2,拿铁咖啡
HKLZM68904,3,新春特餐
HKLZM68904,4,圣代（草莓）
HKLZM68945,1,青金桔鲜果茶
HKLZM68945,2,新奥尔良烤鸡腿堡
HKLZM68916,1,拿铁咖啡
HKLZM68916,2,新春特餐
HKLZM68934,1,青金桔鲜果茶
HKLZM68934,2,快乐儿童餐B
HKLZM68934,3,海苔岩烧大鸡腿饭
HKLZM68906,1,珍宝糯米翅
HKLZM68906,2,小龙虾双人套餐
HKLZM68906,3,新春特餐
HKLZM68933,1,青金桔鲜果茶
HKLZM68903,1,珍宝糯米翅
HKLZM68920,1,翅桶(10翅1桶)
HKLZM68920,2,双层鸡排堡单人套餐
HKLZM68920,3,快乐儿童餐B
HKLZM68920,4,海苔岩烧大鸡腿饭
HKLZM68920,5,香甜粟米棒
HKLZM68919,1,翅桶(10翅1桶)
HKLZM68919,2,双层鸡排堡单人套餐
HKLZM68919,3,葡式蛋挞
HKLZM68902,1,翅桶(10翅1桶)
HKLZM68902,2,双层鸡排堡单人套餐
HKLZM68902,3,新春特餐
HKLZM68902,4,葡式蛋挞
HKLZM68939,1,劲爆鸡米花(大/小)
HKLZM68905,1,翅桶(10翅1桶)
HKLZM68905,2,九龙金玉珍珠奶茶
HKLZM68917,1,超值全家桶
HKLZM68917,2,九龙金玉珍珠奶茶
HKLZM68894,1,葡式蛋挞
HKLZM68894,2,双层鸡排堡单人套餐
HKLZM68893,1,快乐儿童餐A
HKLZM68893,2,快乐儿童餐B
HKLZM68893,3,小食拼盘
HKLZM68978,1,快乐儿童餐B
HKLZM68967,1,拿铁咖啡
HKLZM68967,2,新春特餐
HKLZM68967,3,葡式蛋挞
HKLZM68954,1,香甜粟米棒
HKLZM68992,1,葡式蛋挞
HKLZM68992,2,双层鸡排堡单人套餐
HKLZM68969,1,珍宝糯米翅
HKLZM68969,2,九龙金玉珍珠奶茶
HKLZM68994,1,小龙虾双人套餐
HKLZM68994,2,愤怒的汉堡套餐
HKLZM68994,3,九龙金玉珍珠奶茶
HKLZM68953,1,香甜粟米棒
HKLZM68974,1,快乐儿童餐B
HKLZM68974,2,快乐儿童餐A
HKLZM69008,1,九龙金玉乌龙奶茶
HKLZM69008,2,恋桃乌龙茶
HKLZM69024,1,劲爆鸡米花(大/小)
HKLZM69024,2,新春特餐
HKLZM68952,1,劲脆鸡腿堡
HKLZM69025,1,劲爆鸡米花(大/小)
HKLZM69025,2,快乐儿童餐B
HKLZM69025,3,海苔岩烧大鸡腿饭
HKLZM69025,4,新春特餐
HKLZM68956,1,珍宝糯米翅
HKLZM68955,1,珍宝糯米翅
HKLZM68955,2,新春特餐
HKLZM68982,1,吮指原味鸡
HKLZM68962,1,新春特餐
HKLZM68993,1,小龙虾双人套餐
HKLZM68993,2,愤怒的汉堡套餐
HKLZM68993,3,新春特餐
HKLZM68993,4,新奥尔良烤鸡腿堡
HKLZM68993,5,葡式蛋挞
HKLZM68965,1,嫩牛五方
HKLZM68965,2,快乐儿童餐A
HKLZM68965,3,快乐儿童餐B
HKLZM68965,4,新春特餐
HKLZM69015,1,青金桔鲜果茶
HKLZM69015,2,新春特餐
HKLZM69009,1,劲爆鸡米花(大/小)
HKLZM69009,2,海苔岩烧大鸡腿饭
HKLZM68980,1,小龙虾双人套餐
HKLZM68980,2,香辣鸡腿堡
HKLZM68980,3,新春特餐
HKLZM68957,1,吮指原味鸡
HKLZM68957,2,拿铁咖啡
HKLZM68957,3,新春特餐
HKLZM68979,1,小龙虾双人套餐
HKLZM68963,1,榛果风味拿铁(热)
HKLZM68963,2,拿铁咖啡
HKLZM68963,3,小食拼盘
HKLZM68990,1,双层鸡排堡单人套餐
HKLZM68990,2,九龙金玉珍珠奶茶
HKLZM68977,1,快乐儿童餐B
HKLZM68977,2,九龙金玉珍珠奶茶
HKLZM68996,1,嫩牛五方
HKLZM68996,2,快乐儿童餐A
HKLZM68996,3,快乐儿童餐B
HKLZM68996,4,新春特餐
HKLZM68964,1,恋桃乌龙茶
HKLZM68998,1,青金桔鲜果茶
HKLZM68984,1,桃之恋乌龙茶
HKLZM68984,2,香辣鸡腿堡
HKLZM68984,3,香甜粟米棒
HKLZM69023,1,百事可乐
HKLZM69023,2,新春特餐
HKLZM69023,3,新奥尔良烤鸡腿堡
HKLZM68981,1,香辣鸡腿堡
HKLZM68981,2,快乐儿童餐A
HKLZM68966,1,嫩牛五方
HKLZM68966,2,快乐儿童餐A
HKLZM68966,3,小食拼盘
HKLZM68966,4,新奥尔良烤鸡腿堡
HKLZM68966,5,圣代（草莓）
HKLZM68958,1,香辣鸡腿堡
HKLZM68958,2,恋桃乌龙茶
HKLZM69018,1,百事可乐
HKLZM69018,2,劲脆鸡腿堡
HKLZM68995,1,九龙金玉乌龙奶茶
HKLZM68995,2,劲脆鸡腿堡
HKLZM68959,1,超值全家桶
HKLZM68975,1,香辣鸡翅
HKLZM68951,1,薯条
HKLZM68951,2,香甜粟米棒
HKLZM68989,1,超值全家桶
HKLZM69017,1,青金桔鲜果茶
HKLZM69017,2,快乐儿童餐B
HKLZM69017,3,海苔岩烧大鸡腿饭
HKLZM69017,4,小食拼盘
HKLZM69017,5,香甜粟米棒
HKLZM69005,1,薯条
HKLZM69005,2,新春特餐
HKLZM69016,1,青金桔鲜果茶
HKLZM68983,1,快乐儿童餐B
HKLZM69006,1,薯条
HKLZM69006,2,海苔岩烧大鸡腿饭
HKLZM69006,3,快乐儿童餐B
HKLZM69007,1,薯条
HKLZM68986,1,快乐儿童餐B
HKLZM68986,2,新春特餐
HKLZM68988,1,快乐儿童餐B
HKLZM68988,2,葡式蛋挞
HKLZM68973,1,快乐儿童餐A
HKLZM68973,2,快乐儿童餐B
HKLZM68973,3,恋桃乌龙茶
HKLZM68973,4,葡式蛋挞
HKLZM69014,1,热辣香骨鸡
HKLZM69014,2,葡式蛋挞
HKLZM69012,1,热辣香骨鸡
HKLZM69012,2,新春特餐
HKLZM69012,3,葡式蛋挞
HKLZM69012,4,新奥尔良烤鸡腿堡
HKLZM68972,1,快乐儿童餐A
HKLZM68972,2,快乐儿童餐B
HKLZM68972,3,劲脆鸡腿堡
HKLZM68971,1,桃之恋乌龙茶
HKLZM69013,1,热辣香骨鸡
HKLZM69021,1,热辣香骨鸡
HKLZM69021,2,海苔岩烧大鸡腿饭
HKLZM69021,3,快乐儿童餐B
HKLZM69021,4,新春特餐
HKLZM69011,1,上校鸡块
HKLZM69011,2,双层鸡排堡单人套餐
HKLZM69011,3,翅桶(10翅1桶)
HKLZM69011,4,九龙金玉珍珠奶茶
HKLZM68987,1,翅桶(10翅1桶)
HKLZM68987,2,双层鸡排堡单人套餐
HKLZM68987,3,九龙金玉珍珠奶茶
HKLZM69020,1,热辣香骨鸡
HKLZM69019,1,热辣香骨鸡
HKLZM69019,2,海苔岩烧大鸡腿饭
HKLZM69019,3,快乐儿童餐B
HKLZM69019,4,新春特餐
HKLZM69019,5,劲脆鸡腿堡
HKLZM69002,1,热辣香骨鸡
HKLZM69002,2,超值全家桶
HKLZM69002,3,九龙金玉珍珠奶茶
HKLZM69022,1,热辣香骨鸡
HKLZM69022,2,超值全家桶
HKLZM69022,3,拿铁咖啡
HKLZM69022,4,劲脆鸡腿堡
HKLZM69022,5,新春特餐
HKLZM68970,1,榛果风味拿铁(热)
HKLZM68970,2,九龙金玉珍珠奶茶
HKLZM69003,1,热辣香骨鸡
HKLZM69003,2,海苔岩烧大鸡腿饭
HKLZM69003,3,快乐儿童餐B
HKLZM69003,4,葡式蛋挞
HKLZM69001,1,热辣香骨鸡
HKLZM69001,2,海苔岩烧大鸡腿饭
HKLZM69001,3,快乐儿童餐B
HKLZM69001,4,新春特餐
HKLZM68999,1,青金桔鲜果茶
HKLZM68999,2,新春特餐
HKLZM69000,1,青金桔鲜果茶
HKLZM69000,2,恋桃乌龙茶
HKLZM68960,1,超值全家桶
HKLZM68960,2,拿铁咖啡
HKLZM68960,3,新春特餐
HKLZM68985,1,拿铁咖啡
HKLZM68985,2,九龙金玉珍珠奶茶
HKLZM69010,1,劲爆鸡米花(大/小)
HKLZM69010,2,新春特餐
HKLZM69010,3,恋桃乌龙茶
HKLZM68961,1,双层鸡排堡单人套餐
HKLZM68961,2,九龙金玉珍珠奶茶
HKLZM68961,3,土豆泥
HKLZM68997,1,圣代（巧克力）
HKLZM68997,2,双层鸡排堡单人套餐
HKLZM68997,3,翅桶(10翅1桶)
HKLZM69026,1,劲爆鸡米花(大/小)
HKLZM69026,2,恋桃乌龙茶
HKLZM69026,3,葡式蛋挞
HKLZM68991,1,翅桶(10翅1桶)
HKLZM68976,1,香辣鸡翅
HKLZM68976,2,劲脆鸡腿堡
HKLZM69004,1,热辣香骨鸡
HKLZM69004,2,海苔岩烧大鸡腿饭
HKLZM69004,3,快乐儿童餐B
HKLZM69004,4,新春特餐
HKLZM68968,1,拿铁咖啡
HKLZM68968,2,吮指原味鸡
HKLZM68968,3,新春特餐
HKLZM69087,1,圣代（巧克力）
HKLZM69087,2,海苔岩烧大鸡腿饭
HKLZM69087,3,快乐儿童餐B
HKLZM69087,4,新春特餐
HKLZM69088,1,圣代（巧克力）
HKLZM69088,2,双层鸡排堡单人套餐
HKLZM69088,3,翅桶(10翅1桶)
HKLZM69088,4,九龙金玉珍珠奶茶
HKLZM69033,1,拿铁咖啡
HKLZM69033,2,新春特餐
HKLZM69039,1,小龙虾双人套餐
HKLZM69039,2,桃之恋乌龙茶
HKLZM69083,1,青金桔鲜果茶
HKLZM69083,2,拿铁咖啡
HKLZM69083,3,吮指原味鸡
HKLZM69083,4,新春特餐
HKLZM69055,1,新奥尔良烤鸡腿堡
HKLZM69089,1,劲爆鸡米花(大/小)
HKLZM69089,2,新春特餐
HKLZM69061,1,嫩牛五方
HKLZM69062,1,嫩牛五方
HKLZM69062,2,香辣鸡腿堡
HKLZM69062,3,九龙金玉珍珠奶茶
HKLZM69053,1,小龙虾双人套餐
HKLZM69053,2,愤怒的汉堡套餐
HKLZM69053,3,新春特餐
HKLZM69035,1,翅桶(10翅1桶)
HKLZM69035,2,双层鸡排堡单人套餐
HKLZM69035,3,小食拼盘
HKLZM69027,1,珍宝糯米翅
HKLZM69027,2,葡式蛋挞
HKLZM69047,1,香辣鸡腿堡
HKLZM69047,2,芙蓉荟蔬汤
HKLZM69029,1,深海鳕鱼堡
HKLZM69029,2,桃之恋乌龙茶
HKLZM69029,3,九龙金玉珍珠奶茶
HKLZM69058,1,深海鳕鱼堡
HKLZM69058,2,香辣鸡翅
HKLZM69058,3,恋桃乌龙茶
HKLZM69064,1,嫩牛五方
HKLZM69064,2,愤怒的汉堡套餐
HKLZM69064,3,小龙虾双人套餐
HKLZM69065,1,嫩牛五方
HKLZM69065,2,愤怒的汉堡套餐
HKLZM69042,1,快乐儿童餐A
HKLZM69042,2,快乐儿童餐B
HKLZM69042,3,劲脆鸡腿堡
HKLZM69032,1,九龙金玉乌龙奶茶
HKLZM69072,1,嫩牛五方
HKLZM69072,2,香辣鸡腿堡
HKLZM69072,3,快乐儿童餐A
HKLZM69072,4,快乐儿童餐B
HKLZM69072,5,恋桃乌龙茶
HKLZM69063,1,圣代（巧克力）
HKLZM69063,2,新春特餐
HKLZM69056,1,九龙金玉乌龙奶茶
HKLZM69056,2,香辣鸡腿堡
HKLZM69056,3,芙蓉荟蔬汤
HKLZM69086,1,劲爆鸡米花(大/小)
HKLZM69086,2,翅桶(10翅1桶)
HKLZM69048,1,小龙虾双人套餐
HKLZM69048,2,小食拼盘
HKLZM69048,3,新春特餐
HKLZM69060,1,嫩牛五方
HKLZM69060,2,九龙金玉珍珠奶茶
HKLZM69059,1,嫩牛五方
HKLZM69059,2,快乐儿童餐A
HKLZM69059,3,劲脆鸡腿堡
HKLZM69059,4,快乐儿童餐B
HKLZM69082,1,百事可乐
HKLZM69082,2,吮指原味鸡
HKLZM69082,3,葡式蛋挞
HKLZM69049,1,珍宝糯米翅
HKLZM69049,2,小龙虾双人套餐
HKLZM69049,3,九龙金玉珍珠奶茶
HKLZM69066,1,青金桔鲜果茶
HKLZM69066,2,恋桃乌龙茶
HKLZM69031,1,嫩牛五方
HKLZM69073,1,九龙金玉乌龙奶茶
HKLZM69073,2,珍宝糯米翅
HKLZM69054,1,香辣鸡腿堡
HKLZM69054,2,芙蓉荟蔬汤
HKLZM69044,1,香辣鸡翅
HKLZM69044,2,新奥尔良烤鸡腿堡
HKLZM69079,1,热辣香骨鸡
HKLZM69079,2,新春特餐
HKLZM69028,1,恋桃乌龙茶
HKLZM69080,1,热辣香骨鸡
HKLZM69080,2,新春特餐
HKLZM69043,1,香辣鸡翅
HKLZM69043,2,恋桃乌龙茶
HKLZM69057,1,九龙金玉乌龙奶茶
HKLZM69030,1,嫩牛五方
HKLZM69030,2,九龙金玉珍珠奶茶
HKLZM69081,1,青金桔鲜果茶
HKLZM69081,2,恋桃乌龙茶
HKLZM69050,1,拿铁咖啡
HKLZM69050,2,超值全家桶
HKLZM69051,1,超值全家桶
HKLZM69051,2,九龙金玉珍珠奶茶
HKLZM69040,1,桃之恋乌龙茶
HKLZM69040,2,小龙虾双人套餐
HKLZM69040,3,新春特餐
HKLZM69041,1,桃之恋乌龙茶
HKLZM69041,2,小龙虾双人套餐
HKLZM69041,3,九龙金玉珍珠奶茶
HKLZM69069,1,百事可乐
HKLZM69069,2,新奥尔良烤鸡腿堡
HKLZM69069,3,劲脆鸡腿堡
HKLZM69068,1,百事可乐
HKLZM69046,1,快乐儿童餐B
HKLZM69046,2,小食拼盘
HKLZM69052,1,双层鸡排堡单人套餐
HKLZM69052,2,葡式蛋挞
HKLZM69070,1,热辣香骨鸡
HKLZM69070,2,超值全家桶
HKLZM69070,3,九龙金玉珍珠奶茶
HKLZM69076,1,上校鸡块
HKLZM69076,2,海苔岩烧大鸡腿饭
HKLZM69076,3,快乐儿童餐B
HKLZM69077,1,上校鸡块
HKLZM69077,2,翅桶(10翅1桶)
HKLZM69077,3,双层鸡排堡单人套餐
HKLZM69077,4,新春特餐
HKLZM69078,1,上校鸡块
HKLZM69078,2,新奥尔良烤鸡腿堡
HKLZM69037,1,珍宝糯米翅
HKLZM69037,2,小龙虾双人套餐
HKLZM69037,3,香甜粟米棒
HKLZM69067,1,青金桔鲜果茶
HKLZM69067,2,新春特餐
HKLZM69034,1,双层鸡排堡单人套餐
HKLZM69034,2,九龙金玉珍珠奶茶
HKLZM69074,1,劲爆鸡米花(大/小)
HKLZM69074,2,新春特餐
HKLZM69075,1,劲爆鸡米花(大/小)
HKLZM69075,2,翅桶(10翅1桶)
HKLZM69038,1,翅桶(10翅1桶)
HKLZM69038,2,双层鸡排堡单人套餐
HKLZM69038,3,新春特餐
HKLZM69045,1,香辣鸡翅
HKLZM69045,2,新奥尔良烤鸡腿堡
HKLZM69085,1,热辣香骨鸡
HKLZM69085,2,快乐儿童餐B
HKLZM69085,3,海苔岩烧大鸡腿饭
HKLZM69085,4,葡式蛋挞
HKLZM69084,1,青金桔鲜果茶
HKLZM69084,2,新春特餐
HKLZM69036,1,吮指原味鸡
HKLZM69036,2,拿铁咖啡
HKLZM69036,3,九龙金玉珍珠奶茶
HKLZM69071,1,热辣香骨鸡
HKLZM69071,2,海苔岩烧大鸡腿饭
HKLZM69157,1,圣代（巧克力）
HKLZM69157,2,恋桃乌龙茶
HKLZM69111,1,香辣鸡翅
HKLZM69111,2,恋桃乌龙茶
HKLZM69106,1,九龙金玉珍珠奶茶
HKLZM69104,1,拿铁咖啡
HKLZM69104,2,新春特餐
HKLZM69159,1,劲脆鸡腿堡
HKLZM69159,2,劲爆鸡米花(大/小)
HKLZM69123,1,小龙虾双人套餐
HKLZM69123,2,愤怒的汉堡套餐
HKLZM69123,3,土豆泥
HKLZM69156,1,劲爆鸡米花(大/小)
HKLZM69156,2,快乐儿童餐B
HKLZM69156,3,海苔岩烧大鸡腿饭
HKLZM69156,4,劲脆鸡腿堡
HKLZM69090,1,小食拼盘套餐
HKLZM69096,1,嫩牛五方
HKLZM69096,2,新春特餐
HKLZM69093,1,拿铁咖啡
HKLZM69093,2,九龙金玉珍珠奶茶
HKLZM69093,3,香甜粟米棒
HKLZM69099,1,嫩牛五方
HKLZM69099,2,快乐儿童餐A
HKLZM69099,3,快乐儿童餐B
HKLZM69099,4,新春特餐
HKLZM69122,1,双层鸡排堡单人套餐
HKLZM69103,1,劲脆鸡腿堡
HKLZM69160,1,劲爆鸡米花(大/小)
HKLZM69160,2,快乐儿童餐B
HKLZM69160,3,海苔岩烧大鸡腿饭
HKLZM69126,1,香辣鸡腿堡
HKLZM69126,2,新春特餐
HKLZM69124,1,愤怒的汉堡套餐
HKLZM69124,2,小龙虾双人套餐
HKLZM69124,3,九龙金玉珍珠奶茶
HKLZM69092,1,榛果风味拿铁(热)
HKLZM69092,2,拿铁咖啡
HKLZM69092,3,九龙金玉珍珠奶茶
HKLZM69117,1,香辣鸡腿堡
HKLZM69117,2,新春特餐
HKLZM69158,1,圣代（巧克力）
HKLZM69158,2,翅桶(10翅1桶)
HKLZM69158,3,双层鸡排堡单人套餐
HKLZM69158,4,新春特餐
HKLZM69158,5,恋桃乌龙茶
HKLZM69158,6,葡式蛋挞
HKLZM69097,1,嫩牛五方
HKLZM69097,2,九龙金玉珍珠奶茶
HKLZM69095,1,深海鳕鱼堡
HKLZM69095,2,新奥尔良烤鸡腿堡
HKLZM69148,1,劲爆鸡米花(大/小)
HKLZM69135,1,嫩牛五方
HKLZM69135,2,小食拼盘
HKLZM69135,3,芙蓉荟蔬汤
HKLZM69136,1,嫩牛五方
HKLZM69136,2,香辣鸡腿堡
HKLZM69136,3,小食拼盘套餐
HKLZM69143,1,嫩牛五方
HKLZM69143,2,愤怒的汉堡套餐
HKLZM69143,3,小龙虾双人套餐
HKLZM69143,4,土豆泥
HKLZM69139,1,百事可乐
HKLZM69139,2,新春特餐
HKLZM69115,1,小龙虾双人套餐
HKLZM69115,2,九龙金玉珍珠奶茶
HKLZM69108,1,榛果风味拿铁(热)
HKLZM69108,2,新春特餐
HKLZM69109,1,快乐儿童餐A
HKLZM69109,2,快乐儿童餐B
HKLZM69109,3,圣代（草莓）
HKLZM69128,1,九龙金玉乌龙奶茶
HKLZM69128,2,劲脆鸡腿堡
HKLZM69133,1,嫩牛五方
HKLZM69133,2,香辣鸡腿堡
HKLZM69116,1,小龙虾双人套餐
HKLZM69116,2,九龙金玉珍珠奶茶
HKLZM69119,1,小龙虾双人套餐
HKLZM69119,2,愤怒的汉堡套餐
HKLZM69119,3,九龙金玉珍珠奶茶
HKLZM69119,4,香甜粟米棒
HKLZM69118,1,香辣鸡腿堡
HKLZM69118,2,新春特餐
HKLZM69125,1,香辣鸡腿堡
HKLZM69113,1,快乐儿童餐B
HKLZM69129,1,嫩牛五方
HKLZM69130,1,嫩牛五方
HKLZM69130,2,香辣鸡腿堡
HKLZM69131,1,嫩牛五方
HKLZM69131,2,香辣鸡腿堡
HKLZM69127,1,香辣鸡腿堡
HKLZM69127,2,芙蓉荟蔬汤
HKLZM69112,1,快乐儿童餐B
HKLZM69112,2,新春特餐
HKLZM69102,1,百事可乐
HKLZM69102,2,新奥尔良烤鸡腿堡
HKLZM69102,3,圣代（草莓）
HKLZM69101,1,百事可乐
HKLZM69101,2,新奥尔良烤鸡腿堡
HKLZM69101,3,圣代（草莓）
HKLZM69134,1,嫩牛五方
HKLZM69134,2,小食拼盘套餐
HKLZM69091,1,香辣鸡腿堡
HKLZM69114,1,小龙虾双人套餐
HKLZM69114,2,九龙金玉珍珠奶茶
HKLZM69132,1,嫩牛五方
HKLZM69132,2,愤怒的汉堡套餐
HKLZM69132,3,小龙虾双人套餐
HKLZM69132,4,九龙金玉珍珠奶茶
HKLZM69098,1,嫩牛五方
HKLZM69098,2,愤怒的汉堡套餐
HKLZM69098,3,新春特餐
HKLZM69098,4,新奥尔良烤鸡腿堡
HKLZM69110,1,快乐儿童餐A
HKLZM69154,1,青金桔鲜果茶
HKLZM69154,2,新春特餐
HKLZM69154,3,劲脆鸡腿堡
HKLZM69142,1,薯条
HKLZM69142,2,拿铁咖啡
HKLZM69142,3,榛果风味拿铁(热)
HKLZM69141,1,薯条
HKLZM69141,2,榛果风味拿铁(热)
HKLZM69100,1,薯条
HKLZM69100,2,榛果风味拿铁(热)
HKLZM69100,3,拿铁咖啡
HKLZM69100,4,新春特餐
HKLZM69100,5,劲脆鸡腿堡
HKLZM69153,1,热辣香骨鸡
HKLZM69153,2,拿铁咖啡
HKLZM69153,3,超值全家桶
HKLZM69153,4,九龙金玉珍珠奶茶
HKLZM69152,1,热辣香骨鸡
HKLZM69152,2,快乐儿童餐B
HKLZM69152,3,海苔岩烧大鸡腿饭
HKLZM69152,4,劲脆鸡腿堡
HKLZM69151,1,热辣香骨鸡
HKLZM69151,2,圣代（草莓）
HKLZM69121,1,翅桶(10翅1桶)
HKLZM69121,2,双层鸡排堡单人套餐
HKLZM69121,3,新春特餐
HKLZM69094,1,薯条
HKLZM69094,2,海苔岩烧大鸡腿饭
HKLZM69094,3,快乐儿童餐B
HKLZM69137,1,百事可乐
HKLZM69138,1,百事可乐
HKLZM69138,2,快乐儿童餐B
HKLZM69138,3,海苔岩烧大鸡腿饭
HKLZM69155,1,热辣香骨鸡
HKLZM69155,2,海苔岩烧大鸡腿饭
HKLZM69155,3,快乐儿童餐B
HKLZM69155,4,葡式蛋挞
HKLZM69145,1,劲爆鸡米花(大/小)
HKLZM69145,2,海苔岩烧大鸡腿饭
HKLZM69145,3,快乐儿童餐B
HKLZM69145,4,恋桃乌龙茶
HKLZM69140,1,热辣香骨鸡
HKLZM69140,2,葡式蛋挞
HKLZM69147,1,劲爆鸡米花(大/小)
HKLZM69147,2,劲脆鸡腿堡
HKLZM69149,1,劲爆鸡米花(大/小)
HKLZM69149,2,新春特餐
HKLZM69149,3,葡式蛋挞
HKLZM69150,1,劲爆鸡米花(大/小)
HKLZM69107,1,双层鸡排堡单人套餐
HKLZM69107,2,翅桶(10翅1桶)
HKLZM69107,3,新春特餐
HKLZM69146,1,劲爆鸡米花(大/小)
HKLZM69146,2,海苔岩烧大鸡腿饭
HKLZM69146,3,快乐儿童餐B
HKLZM69146,4,芙蓉荟蔬汤
HKLZM69144,1,劲爆鸡米花(大/小)
HKLZM69144,2,新春特餐
HKLZM69120,1,榛果风味拿铁(热)
HKLZM69120,2,拿铁咖啡
HKLZM69120,3,新春特餐
HKLZM69105,1,拿铁咖啡
HKLZM69105,2,吮指原味鸡
HKLZM69105,3,新春特餐
HKLZM69105,4,新奥尔良烤鸡腿堡
HKLZM69105,5,劲脆鸡腿堡
HKLZM69177,1,新春特餐
HKLZM69162,1,珍宝糯米翅
HKLZM69180,1,九龙金玉珍珠奶茶
HKLZM69182,1,双层鸡排堡单人套餐
HKLZM69182,2,九龙金玉珍珠奶茶
HKLZM69182,3,土豆泥
HKLZM69199,1,翅桶(10翅1桶)
HKLZM69199,2,双层鸡排堡单人套餐
HKLZM69200,1,翅桶(10翅1桶)
HKLZM69243,1,劲爆鸡米花(大/小)
HKLZM69243,2,新春特餐
HKLZM69243,3,葡式蛋挞
HKLZM69212,1,快乐儿童餐B
HKLZM69212,2,海苔岩烧大鸡腿饭
HKLZM69181,1,双层鸡排堡单人套餐
HKLZM69209,1,小龙虾双人套餐
HKLZM69209,2,愤怒的汉堡套餐
HKLZM69209,3,新春特餐
HKLZM69209,4,葡式蛋挞
HKLZM69161,1,快乐儿童餐B
HKLZM69161,2,海苔岩烧大鸡腿饭
HKLZM69207,1,翅桶(10翅1桶)
HKLZM69207,2,双层鸡排堡单人套餐
HKLZM69207,3,劲脆鸡腿堡
HKLZM69196,1,小龙虾双人套餐
HKLZM69196,2,愤怒的汉堡套餐
HKLZM69196,3,新春特餐
HKLZM69210,1,愤怒的汉堡套餐
HKLZM69210,2,小龙虾双人套餐
HKLZM69210,3,新春特餐
HKLZM69211,1,愤怒的汉堡套餐
HKLZM69211,2,香辣鸡腿堡
HKLZM69211,3,新春特餐
HKLZM69206,1,双层鸡排堡单人套餐
HKLZM69206,2,九龙金玉珍珠奶茶
HKLZM69219,1,嫩牛五方
HKLZM69219,2,劲脆鸡腿堡
HKLZM69219,3,香辣鸡腿堡
HKLZM69179,1,劲脆鸡腿堡
HKLZM69244,1,劲爆鸡米花(大/小)
HKLZM69244,2,新春特餐
HKLZM69244,3,葡式蛋挞
HKLZM69187,1,快乐儿童餐A
HKLZM69187,2,快乐儿童餐B
HKLZM69187,3,小食拼盘
HKLZM69187,4,葡式蛋挞
HKLZM69213,1,香辣鸡腿堡
HKLZM69213,2,新奥尔良烤鸡腿堡
HKLZM69205,1,翅桶(10翅1桶)
HKLZM69205,2,双层鸡排堡单人套餐
HKLZM69205,3,九龙金玉珍珠奶茶
HKLZM69205,4,土豆泥
HKLZM69242,1,上校鸡块
HKLZM69242,2,恋桃乌龙茶
HKLZM69178,1,恋桃乌龙茶
HKLZM69174,1,嫩牛五方
HKLZM69174,2,快乐儿童餐A
HKLZM69174,3,快乐儿童餐B
HKLZM69241,1,圣代（巧克力）
HKLZM69241,2,香甜粟米棒
HKLZM69184,1,拿铁咖啡
HKLZM69184,2,榛果风味拿铁(热)
HKLZM69184,3,新春特餐
HKLZM69164,1,吮指原味鸡
HKLZM69164,2,拿铁咖啡
HKLZM69164,3,葡式蛋挞
HKLZM69164,4,新春特餐
HKLZM69222,1,嫩牛五方
HKLZM69222,2,九龙金玉珍珠奶茶
HKLZM69229,1,劲爆鸡米花(大/小)
HKLZM69229,2,翅桶(10翅1桶)
HKLZM69229,3,双层鸡排堡单人套餐
HKLZM69229,4,九龙金玉珍珠奶茶
HKLZM69163,1,吮指原味鸡
HKLZM69163,2,拿铁咖啡
HKLZM69163,3,新春特餐
HKLZM69163,4,葡式蛋挞
HKLZM69186,1,快乐儿童餐A
HKLZM69186,2,快乐儿童餐B
HKLZM69186,3,新春特餐
HKLZM69194,1,小龙虾双人套餐
HKLZM69194,2,香辣鸡腿堡
HKLZM69194,3,小食拼盘
HKLZM69194,4,香甜粟米棒
HKLZM69192,1,小龙虾双人套餐
HKLZM69192,2,九龙金玉珍珠奶茶
HKLZM69220,1,嫩牛五方
