quality,fixed acidity,volatile acidity,citric acid,residual sugar,odor,chlorides,free sulfur dioxide,total sulfur dioxide,brew,alcohol,habitat
low,A,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,A,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,rose,free,yes,High,buff,mild,medium
low,A,High,b,no,rose,free,yes,High,buff,mild,medium
low,A,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,D,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,b,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,rose,free,yes,High,buff,mild,medium
low,A,High,b,no,fruit,free,yes,High,buff,mild,medium
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,leaves
low,D,High,r,no,fruit,free,yes,High,buff,mild,canopy
low,D,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,rose,free,yes,High,buff,mild,medium
low,A,Very High,r,no,fruit,free,yes,High,buff,mild,medium
high,E,Medium,g,no,none,free,no,Low,white,strong,upper
low,A,High,r,no,rose,free,yes,High,buff,mild,medium
low,E,Very High,b,no,rose,free,yes,High,buff,mild,medium
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,medium
low,A,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,D,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,D,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,D,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,High,r,no,fruit,free,yes,High,buff,mild,canopy
low,D,High,b,no,grilled,free,yes,High,buff,mild,medium
low,D,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,A,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,D,High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,High,b,no,rose,free,yes,High,buff,mild,medium
low,D,High,b,no,fruit,free,yes,High,buff,mild,canopy
high,A,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,High,b,no,rose,free,yes,High,buff,mild,canopy
low,D,High,b,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
high,A,Very High,c,yes,none,free,yes,Low,white,strong,canopy
high,B,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,E,High,g,no,none,free,no,Low,white,strong,upper
high,A,Medium,g,no,none,free,no,Low,gray,strong,upper
low,A,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
high,A,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,High,r,no,grilled,free,yes,High,buff,mild,medium
low,B,Very High,y,no,none,free,no,High,yellow,strong,leaves
low,A,High,r,no,fruit,free,yes,High,buff,mild,medium
high,B,High,g,no,none,free,no,Low,gray,strong,upper
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,D,High,r,no,grilled,free,yes,High,buff,mild,medium
low,D,Very High,b,no,rose,free,yes,High,buff,mild,canopy
low,D,High,r,no,grilled,free,yes,High,buff,mild,medium
high,E,Medium,g,no,none,free,no,Low,white,strong,upper
low,E,High,b,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
low,D,High,r,no,fruit,free,yes,High,buff,mild,leaves
high,B,Medium,g,no,none,free,no,Low,pink,strong,upper
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,medium
low,D,High,b,no,rose,free,yes,High,buff,mild,canopy
high,D,High,b,no,none,attached,yes,Low,orange,strong,leaves
high,A,Very High,p,yes,none,free,yes,Low,white,strong,canopy
low,D,High,b,no,rose,free,yes,High,buff,mild,medium
low,E,Very High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,High,b,no,grilled,free,yes,High,buff,mild,leaves
high,B,High,w,no,none,free,no,Low,white,strong,upper
low,A,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,D,Very High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,High,r,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,medium
high,A,Medium,w,no,none,free,no,Low,pink,strong,upper
high,B,High,w,no,none,free,no,Low,pink,strong,upper
low,E,High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,rose,free,yes,High,buff,mild,leaves
high,D,Very High,b,yes,none,free,yes,Low,white,strong,canopy
low,E,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,High,b,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,minerality,attached,yes,Low,white,strong,medium
low,A,High,r,no,fruit,free,yes,High,buff,mild,medium
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
high,A,Medium,w,no,none,free,no,Low,white,strong,upper
low,E,High,b,no,grilled,free,yes,High,buff,mild,medium
low,D,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
low,E,High,r,no,grilled,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
high,E,Medium,w,no,none,free,no,Low,gray,strong,upper
low,E,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
low,E,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,E,High,r,no,grilled,free,yes,High,buff,mild,medium
low,A,High,b,no,rose,free,yes,High,buff,mild,leaves
low,A,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
low,D,High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,medium
high,B,High,b,no,none,free,yes,Low,white,strong,medium
low,D,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,medium
high,A,High,b,no,none,free,yes,Low,white,strong,medium
low,D,High,b,no,fruit,free,yes,High,buff,mild,medium
low,E,High,b,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,canopy
low,A,High,b,no,grilled,free,yes,High,buff,mild,canopy
high,E,Medium,w,no,none,free,no,Low,white,strong,upper
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,medium
low,A,High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,D,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,b,no,rose,free,yes,High,buff,mild,leaves
low,E,High,r,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,leaves
low,A,High,r,no,fruit,free,yes,High,buff,mild,medium
high,B,High,b,no,none,free,yes,Low,white,strong,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,A,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,D,High,r,no,grilled,free,yes,High,buff,mild,leaves
high,B,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,E,High,g,no,none,free,no,Low,pink,strong,upper
low,E,Very High,r,no,minerality,free,yes,Low,yellow,strong,medium
low,E,Very High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,High,r,no,rose,free,yes,High,buff,mild,medium
high,E,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,D,Very High,r,no,grilled,free,yes,High,buff,mild,medium
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,medium
high,E,Medium,w,no,none,free,no,Low,pink,strong,upper
high,A,High,g,no,none,free,no,Low,white,strong,upper
high,E,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,medium
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
low,E,High,r,no,grilled,free,yes,High,buff,mild,canopy
high,A,High,w,no,none,free,no,Low,white,strong,upper
high,E,High,w,no,none,free,no,Low,gray,strong,upper
high,E,High,w,no,none,free,no,Low,pink,strong,upper
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,r,no,grilled,free,yes,High,buff,mild,canopy
high,E,High,g,no,none,free,no,Low,white,strong,upper
high,A,Medium,w,no,none,free,no,Low,gray,strong,upper
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,medium
high,B,High,w,no,none,free,no,Low,gray,strong,upper
low,E,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,D,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,D,Very High,b,no,fruit,free,yes,High,buff,mild,medium
high,E,High,g,no,none,free,no,Low,pink,strong,upper
high,A,High,w,no,none,free,no,Low,white,strong,upper
low,D,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,High,r,no,fruit,free,yes,High,buff,mild,medium
high,A,Medium,w,no,none,free,no,Low,gray,strong,upper
high,E,Medium,w,no,none,free,no,Low,gray,strong,upper
low,D,High,r,no,grilled,free,yes,High,buff,mild,medium
high,D,High,g,yes,none,free,yes,Low,white,strong,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
low,A,High,b,no,rose,free,yes,High,buff,mild,canopy
high,E,High,b,no,none,attached,yes,Low,yellow,strong,leaves
high,A,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
low,A,High,r,no,rose,free,yes,High,buff,mild,medium
low,A,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
low,A,High,b,no,rose,free,yes,High,buff,mild,leaves
high,E,Medium,w,no,none,free,no,Low,gray,strong,upper
high,E,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,Very High,c,no,minerality,free,yes,Low,white,strong,medium
high,A,Medium,g,no,none,free,no,Low,gray,strong,upper
high,A,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,A,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
high,E,Medium,w,no,none,free,no,Low,pink,strong,upper
high,A,Medium,g,no,none,free,no,Low,gray,strong,upper
high,D,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,Very High,b,no,rose,free,yes,High,buff,mild,medium
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,medium
low,D,Very High,r,no,rose,free,yes,High,buff,mild,canopy
high,E,Medium,g,no,none,free,no,Low,pink,strong,upper
low,D,Very High,r,no,grilled,free,yes,High,buff,mild,medium
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,leaves
high,E,High,g,no,none,free,no,Low,white,strong,upper
high,B,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,b,no,grilled,free,yes,High,buff,mild,canopy
high,B,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,High,b,no,rose,free,yes,High,buff,mild,medium
low,E,High,b,no,rose,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,leaves
low,D,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,High,r,no,rose,free,yes,High,buff,mild,medium
low,A,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,Very High,b,no,rose,free,yes,High,buff,mild,medium
high,A,High,p,yes,none,free,yes,Low,white,strong,canopy
low,D,High,r,no,rose,free,yes,High,buff,mild,medium
low,A,Very High,b,no,minerality,attached,yes,Low,white,strong,medium
low,E,High,b,no,fruit,free,yes,High,buff,mild,leaves
high,E,High,g,no,none,free,no,Low,gray,strong,upper
low,E,High,b,no,fruit,free,yes,High,buff,mild,medium
low,D,Very High,b,no,rose,free,yes,High,buff,mild,canopy
low,E,High,b,no,grilled,free,yes,High,buff,mild,canopy
low,E,Very High,r,no,rose,free,yes,High,buff,mild,medium
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,medium
high,D,High,c,yes,none,free,yes,Low,white,strong,canopy
low,D,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,E,High,r,no,fruit,free,yes,High,buff,mild,medium
low,A,High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,rose,free,yes,High,buff,mild,leaves
low,A,High,b,no,fruit,free,yes,High,buff,mild,canopy
high,D,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,D,High,r,no,grilled,free,yes,High,buff,mild,medium
low,A,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,Very High,r,no,fruit,free,yes,High,buff,mild,medium
low,A,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,r,no,rose,free,yes,High,buff,mild,leaves
high,B,Medium,g,no,none,free,no,Low,white,strong,upper
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,leaves
high,E,Medium,g,no,none,free,no,Low,gray,strong,upper
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,D,Very High,b,no,minerality,free,yes,Low,white,strong,medium
low,E,High,r,no,grilled,free,yes,High,buff,mild,medium
low,D,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,rose,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,rose,free,yes,High,buff,mild,leaves
high,A,Medium,g,no,none,free,no,Low,gray,strong,upper
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,A,Very High,c,no,minerality,attached,yes,Low,yellow,strong,medium
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
high,B,High,w,no,none,free,no,Low,pink,strong,upper
low,E,High,b,no,rose,free,yes,High,buff,mild,medium
low,A,High,r,no,rose,free,yes,High,buff,mild,canopy
low,D,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,D,High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,medium
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,medium
high,B,Medium,w,no,none,free,no,Low,white,strong,upper
low,E,Very High,b,no,minerality,attached,yes,Low,white,strong,medium
low,D,Very High,r,no,rose,free,yes,High,buff,mild,medium
low,E,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,canopy
low,A,High,r,no,grilled,free,yes,High,buff,mild,leaves
high,A,Very High,g,yes,none,free,yes,Low,white,strong,canopy
low,D,High,b,no,rose,free,yes,High,buff,mild,medium
low,E,Very High,r,no,rose,free,yes,High,buff,mild,canopy
high,E,Medium,w,no,none,free,no,Low,white,strong,upper
low,A,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,Very High,b,no,rose,free,yes,High,buff,mild,medium
low,A,High,r,no,grilled,free,yes,High,buff,mild,medium
high,E,High,w,no,none,free,no,Low,white,strong,upper
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,canopy
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,leaves
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,D,Very High,b,no,rose,free,yes,High,buff,mild,medium
low,E,Very High,r,no,rose,free,yes,High,buff,mild,medium
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
high,B,High,b,no,none,attached,yes,Low,orange,strong,leaves
high,E,High,g,no,none,free,no,Low,pink,strong,upper
high,A,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,A,Medium,g,no,none,free,no,Low,pink,strong,upper
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,medium
low,E,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,High,b,no,rose,free,yes,High,buff,mild,canopy
high,B,High,w,no,none,free,no,Low,pink,strong,upper
low,D,High,b,no,grilled,free,yes,High,buff,mild,medium
high,B,Medium,g,no,none,free,no,Low,pink,strong,upper
low,A,High,b,no,fruit,free,yes,High,buff,mild,medium
low,A,Very High,r,no,fruit,free,yes,High,buff,mild,leaves
low,D,Very High,c,no,minerality,free,yes,Low,white,strong,medium
low,D,High,b,no,grilled,free,yes,High,buff,mild,medium
low,A,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
low,D,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,D,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,r,no,grilled,free,yes,High,buff,mild,medium
high,E,High,g,no,none,free,no,Low,white,strong,upper
low,A,High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,High,b,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
low,A,High,b,no,rose,free,yes,High,buff,mild,canopy
high,B,High,g,no,none,free,no,Low,gray,strong,upper
low,A,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,D,High,r,no,grilled,free,yes,High,buff,mild,medium
low,E,High,b,no,grilled,free,yes,High,buff,mild,medium
high,B,High,g,no,none,free,no,Low,white,strong,upper
low,A,High,b,no,rose,free,yes,High,buff,mild,canopy
low,D,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,D,High,r,no,rose,free,yes,High,buff,mild,medium
low,D,Very High,b,no,minerality,free,yes,Low,yellow,strong,medium
high,B,Medium,g,no,none,free,no,Low,gray,strong,upper
low,D,High,r,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,b,no,fruit,free,yes,High,buff,mild,leaves
high,E,High,g,no,none,free,no,Low,pink,strong,upper
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,A,High,r,no,grilled,free,yes,High,buff,mild,leaves
high,B,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
high,A,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,E,High,b,no,fruit,free,yes,High,buff,mild,medium
low,E,High,b,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,b,no,grilled,free,yes,High,buff,mild,canopy
high,D,Very High,c,yes,none,free,yes,Low,white,strong,canopy
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,B,High,w,no,none,free,no,Low,gray,strong,upper
low,E,High,r,no,grilled,free,yes,High,buff,mild,canopy
high,B,High,g,no,none,free,no,Low,white,strong,upper
low,E,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,medium
high,A,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,A,High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,High,b,no,fruit,free,yes,High,buff,mild,medium
low,D,High,r,no,rose,free,yes,High,buff,mild,leaves
low,D,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,A,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,fruit,free,yes,High,buff,mild,medium
high,E,Very High,b,no,none,free,yes,Low,white,strong,medium
low,D,High,r,no,fruit,free,yes,High,buff,mild,medium
low,E,High,b,no,grilled,free,yes,High,buff,mild,canopy
low,D,Very High,b,no,rose,free,yes,High,buff,mild,canopy
low,D,High,r,no,fruit,free,yes,High,buff,mild,medium
high,E,Medium,g,no,none,free,no,Low,white,strong,upper
low,E,High,b,no,fruit,free,yes,High,buff,mild,medium
high,B,Medium,w,no,none,free,no,Low,pink,strong,upper
low,E,High,r,no,rose,free,yes,High,buff,mild,leaves
high,A,High,g,no,none,free,no,Low,pink,strong,upper
high,E,High,b,no,none,attached,yes,Low,yellow,strong,leaves
low,E,High,r,no,fruit,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
high,E,Medium,g,no,none,free,no,Low,gray,strong,upper
low,A,High,b,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
high,A,Medium,w,no,none,free,no,Low,gray,strong,upper
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,canopy
high,E,High,g,no,none,free,no,Low,gray,strong,upper
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,fruit,free,yes,High,buff,mild,leaves
high,A,High,g,no,none,free,no,Low,white,strong,upper
high,D,High,b,no,none,attached,yes,Low,yellow,strong,leaves
high,E,High,g,no,none,free,no,Low,gray,strong,upper
low,A,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,b,no,fruit,free,yes,High,buff,mild,medium
low,E,High,b,no,grilled,free,yes,High,buff,mild,canopy
high,A,High,g,no,none,free,no,Low,pink,strong,upper
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,E,High,w,no,none,free,no,Low,white,strong,upper
low,D,Very High,r,no,minerality,free,yes,Low,yellow,strong,medium
high,B,High,g,no,none,free,no,Low,gray,strong,upper
low,D,Very High,b,no,rose,free,yes,High,buff,mild,canopy
high,B,High,b,no,none,attached,yes,Low,orange,strong,leaves
high,B,High,g,no,none,free,no,Low,white,strong,upper
high,E,High,b,no,none,attached,yes,Low,brown,strong,leaves
high,B,High,g,no,none,free,no,Low,pink,strong,upper
low,E,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,rose,free,yes,High,buff,mild,canopy
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,High,r,no,rose,free,yes,High,buff,mild,canopy
low,D,High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,High,b,no,rose,free,yes,High,buff,mild,leaves
low,E,High,b,no,grilled,free,yes,High,buff,mild,leaves
high,B,High,b,no,none,attached,yes,Low,yellow,strong,leaves
high,E,Medium,g,no,none,free,no,Low,white,strong,upper
high,B,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,High,b,no,grilled,free,yes,High,buff,mild,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
low,E,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,High,b,no,rose,free,yes,High,buff,mild,leaves
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
high,A,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,High,b,no,rose,free,yes,High,buff,mild,medium
high,E,High,w,no,none,free,no,Low,pink,strong,upper
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,medium
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,medium
high,E,Medium,g,no,none,free,no,Low,gray,strong,upper
low,D,High,b,no,rose,free,yes,High,buff,mild,canopy
high,A,High,g,no,none,free,no,Low,white,strong,upper
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,canopy
low,D,High,r,no,fruit,free,yes,High,buff,mild,medium
high,A,Medium,w,no,none,free,no,Low,pink,strong,upper
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,leaves
low,D,Very High,b,no,minerality,attached,yes,Low,white,strong,medium
high,B,Medium,g,no,none,free,no,Low,white,strong,upper
low,E,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,Very High,r,no,grilled,free,yes,High,buff,mild,medium
low,E,High,r,no,rose,free,yes,High,buff,mild,leaves
high,E,Medium,g,no,none,free,no,Low,gray,strong,upper
high,E,Medium,w,no,none,free,no,Low,pink,strong,upper
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,medium
high,E,High,g,no,none,free,no,Low,gray,strong,upper
low,E,High,b,no,fruit,free,yes,High,buff,mild,medium
low,E,Very High,b,no,rose,free,yes,High,buff,mild,leaves
high,E,High,w,no,none,free,no,Low,white,strong,upper
low,E,Very High,r,no,rose,free,yes,High,buff,mild,leaves
high,B,High,w,no,none,free,no,Low,white,strong,upper
low,E,High,b,no,rose,free,yes,High,buff,mild,medium
high,A,High,w,no,none,free,no,Low,white,strong,upper
high,B,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,High,b,no,grilled,free,yes,High,buff,mild,medium
low,E,Very High,r,no,fruit,free,yes,High,buff,mild,canopy
high,A,Medium,w,no,none,free,no,Low,white,strong,upper
low,A,Very High,r,no,minerality,attached,yes,Low,yellow,strong,medium
low,E,High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,rose,free,yes,High,buff,mild,canopy
low,E,High,r,no,fruit,free,yes,High,buff,mild,medium
high,E,High,b,no,none,attached,yes,Low,orange,strong,leaves
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
high,D,Very High,b,no,none,free,yes,Low,white,strong,medium
high,E,High,g,no,none,free,no,Low,white,strong,upper
low,D,Very High,r,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,y,no,none,free,no,High,yellow,strong,leaves
low,E,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,leaves
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
high,B,High,b,no,none,attached,yes,Low,orange,strong,leaves
high,A,High,g,yes,none,free,yes,Low,white,strong,canopy
high,E,High,g,no,none,free,no,Low,pink,strong,upper
low,D,Very High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,High,r,no,grilled,free,yes,High,buff,mild,canopy
low,E,Very High,r,no,grilled,free,yes,High,buff,mild,leaves
high,B,Medium,w,no,none,free,no,Low,white,strong,upper
high,D,High,b,no,none,attached,yes,Low,brown,strong,leaves
low,E,High,b,no,rose,free,yes,High,buff,mild,canopy
low,E,High,r,no,fruit,free,yes,High,buff,mild,medium
high,A,Medium,w,no,none,free,no,Low,gray,strong,upper
low,E,Very High,r,no,rose,free,yes,High,buff,mild,leaves
high,A,Medium,w,no,none,free,no,Low,gray,strong,upper
low,E,Very High,r,no,rose,free,yes,High,buff,mild,leaves
low,E,Very High,b,no,grilled,free,yes,High,buff,mild,canopy
high,A,High,g,no,none,free,no,Low,pink,strong,upper
high,A,High,w,no,none,free,no,Low,gray,strong,upper
low,E,Very High,b,no,fruit,free,yes,High,buff,mild,medium
low,E,High,b,no,fruit,free,yes,High,buff,mild,leaves
low,E,High,r,no,grilled,free,yes,High,buff,mild,medium
high,B,Medium,w,no,none,free,no,Low,pink,strong,upper
low,D,High,b,no,fruit,free,yes,High,buff,mild,canopy
low,E,High,r,no,rose,free,yes,High,buff,mild,medium
